a	occurrence?id_SignBankVariant=373
*finish (pay+finish)	occurrence?id_SignBankVariant=3944
finish-shake	occurrence?id_SignBankVariant=4410

fire+place	occurrence?id_SignBankVariant=6701

(2h)alt.fire+place	occurrence?id_SignBankVariant=3147

fire/burn	occurrence?id_SignBankVariant=1233
(1h)fire	occurrence?id_SignBankVariant=4592
(2h)alt.fire	occurrence?id_SignBankVariant=136
(2h)alt.fire* ((2h)alt.fire+place)	occurrence?id_SignBankVariant=3148
fire	occurrence?id_SignBankVariant=1232
fire* (fire+place)	occurrence?id_SignBankVariant=6700
fire/burn* (fire/burn+place)	occurrence?id_SignBankVariant=3613

fire/burn+place	occurrence?id_SignBankVariant=3612

fired	occurrence?id_SignBankVariant=1234
(nd-b)fired	occurrence?id_SignBankVariant=286

fireman	occurrence?id_SignBankVariant=1235

fireworks	occurrence?id_SignBankVariant=4549
fireworks_2	occurrence?id_SignBankVariant=4587

first	occurrence?id_SignBankVariant=1236
first_2	occurrence?id_SignBankVariant=1239

(nd-2)first-and-second-in-list	occurrence?id_SignBankVariant=6532

first-in-list	occurrence?id_SignBankVariant=1237
(nd-1)first-in-list	occurrence?id_SignBankVariant=283
(nd-2)first-in-list	occurrence?id_SignBankVariant=4598

(5)first-in-list	occurrence?id_SignBankVariant=7875

first-place	occurrence?id_SignBankVariant=1238

(nd-3)first-second-third-in-list	occurrence?id_SignBankVariant=6648

(nd-3)first-two-in-list	occurrence?id_SignBankVariant=6487

fish	occurrence?id_SignBankVariant=1240
(1h)fish	occurrence?id_SignBankVariant=85
*fish (fs-jelly+fish)	occurrence?id_SignBankVariant=3629
fish_2	occurrence?id_SignBankVariant=5654
fish_3	occurrence?id_SignBankVariant=6220

fishing	occurrence?id_SignBankVariant=1241
(1h)fishing	occurrence?id_SignBankVariant=4614
*fishing (tie_2+fishing)	occurrence?id_SignBankVariant=4964
fishing* (fishing+agent)	occurrence?id_SignBankVariant=5570

fishing+agent	occurrence?id_SignBankVariant=5738

fist	occurrence?id_SignBankVariant=1242

five	occurrence?id_SignBankVariant=1243
*five (cent+five)	occurrence?id_SignBankVariant=3418
*five_2 ((s)old+five_2)	occurrence?id_SignBankVariant=3197
*five_2 (old+five_2)	occurrence?id_SignBankVariant=6244
five* (five+six_2)	occurrence?id_SignBankVariant=5198
five_2	occurrence?id_SignBankVariant=1248
five_2* (five_2+hour)	occurrence?id_SignBankVariant=3616

five+six_2	occurrence?id_SignBankVariant=5242

five-cents	occurrence?id_SignBankVariant=5712

five-dollars	occurrence?id_SignBankVariant=1244

five-hours	occurrence?id_SignBankVariant=1245

five-months	occurrence?id_SignBankVariant=1246

five-weeks	occurrence?id_SignBankVariant=1247

five_2+hour	occurrence?id_SignBankVariant=3615

#fix	occurrence?id_SignBankVariant=19

fix	occurrence?id_SignBankVariant=1249

ns-#fla	occurrence?id_SignBankVariant=1941

flag	occurrence?id_SignBankVariant=1250
flag_2	occurrence?id_SignBankVariant=1251

flashlight	occurrence?id_SignBankVariant=1252

flashlight_2	occurrence?id_SignBankVariant=1253

flat-tire	occurrence?id_SignBankVariant=1254
(1h)flat-tire_3	occurrence?id_SignBankVariant=4578
flat-tire_2	occurrence?id_SignBankVariant=1255
flat-tire_3	occurrence?id_SignBankVariant=1256

flat/floor	occurrence?id_SignBankVariant=1257
*flat/floor (dry+flat/floor)	occurrence?id_SignBankVariant=5429

flat/level	occurrence?id_SignBankVariant=1258
(2h)flat/level	occurrence?id_SignBankVariant=6137

flatter	occurrence?id_SignBankVariant=6003

flexible	occurrence?id_SignBankVariant=1259

flip-flop	occurrence?id_SignBankVariant=1260
flip-flop_2	occurrence?id_SignBankVariant=4600

flip-over	occurrence?id_SignBankVariant=1261
flip-over_2	occurrence?id_SignBankVariant=5703

flirt	occurrence?id_SignBankVariant=1262

float	occurrence?id_SignBankVariant=1263

flow	occurrence?id_SignBankVariant=1264
*flow_2 (water+flow_2)	occurrence?id_SignBankVariant=4256

flower	occurrence?id_SignBankVariant=1265
(r)flower	occurrence?id_SignBankVariant=314

flunk	occurrence?id_SignBankVariant=1266

flute	occurrence?id_SignBankVariant=1267
flute_2	occurrence?id_SignBankVariant=1268

fly-by-plane	occurrence?id_SignBankVariant=1269
(2h)alt.fly-by-plane	occurrence?id_SignBankVariant=4751

fly-by-wings	occurrence?id_SignBankVariant=1270

fly-kite	occurrence?id_SignBankVariant=1271

focus-shift	occurrence?id_SignBankVariant=6408

focus/narrow	occurrence?id_SignBankVariant=1272
*focus/narrow (think+focus/narrow)	occurrence?id_SignBankVariant=4128

fold	occurrence?id_SignBankVariant=1273
(flat-o)fold	occurrence?id_SignBankVariant=7698
fold_3	occurrence?id_SignBankVariant=6006

follow	occurrence?id_SignBankVariant=1274
follow_2	occurrence?id_SignBankVariant=1275

(cocked-8)fool	occurrence?id_SignBankVariant=218

(x)fool/doll	occurrence?id_SignBankVariant=359
(x)fool/doll* ((x)fool/doll+(d)day)	occurrence?id_SignBankVariant=3220
(x)fool/doll* ((x)fool/doll+day)	occurrence?id_SignBankVariant=6157

(x)fool/doll+(d)day	occurrence?id_SignBankVariant=3219

(x)fool/doll+day	occurrence?id_SignBankVariant=6232

foot	occurrence?id_SignBankVariant=1276
foot-pl	occurrence?id_SignBankVariant=1277

(5)foot	occurrence?id_SignBankVariant=183
(4)feet	occurrence?id_SignBankVariant=6769
(5)feet	occurrence?id_SignBankVariant=182

football	occurrence?id_SignBankVariant=1278

footstep	occurrence?id_SignBankVariant=1279

for	occurrence?id_SignBankVariant=1280
for* (for+ix-1p)	occurrence?id_SignBankVariant=5621

for+ix-1p	occurrence?id_SignBankVariant=5794

for-for	occurrence?id_SignBankVariant=1281

force	occurrence?id_SignBankVariant=1282
(1h)force	occurrence?id_SignBankVariant=86
(nd-1)force	occurrence?id_SignBankVariant=284

forehead	occurrence?id_SignBankVariant=1283
(bent-b-l)forehead	occurrence?id_SignBankVariant=212

foreign	occurrence?id_SignBankVariant=1284

forever	occurrence?id_SignBankVariant=1285
*forever (always+forever)	occurrence?id_SignBankVariant=6541
*forever_2 (always+forever_2)	occurrence?id_SignBankVariant=3242
*forever_3 (always+forever_3)	occurrence?id_SignBankVariant=6771
forever_2	occurrence?id_SignBankVariant=1286
forever_3	occurrence?id_SignBankVariant=1287

forget	occurrence?id_SignBankVariant=1288

forget-it	occurrence?id_SignBankVariant=4569
(1h)forget-it	occurrence?id_SignBankVariant=4659

fork	occurrence?id_SignBankVariant=1289
fork_2	occurrence?id_SignBankVariant=1293

fork-in-road	occurrence?id_SignBankVariant=1290
fork-in-road_2	occurrence?id_SignBankVariant=1291

fork-in-road_3	occurrence?id_SignBankVariant=1292

form	occurrence?id_SignBankVariant=1294

formerly	occurrence?id_SignBankVariant=1295

ns-fort-worth	occurrence?id_SignBankVariant=1983

ns-fort-worth-dallas	occurrence?id_SignBankVariant=1984

forty	occurrence?id_SignBankVariant=1296

forty-four	occurrence?id_SignBankVariant=1297

foundation	occurrence?id_SignBankVariant=1298
foundation_2	occurrence?id_SignBankVariant=1299

fountain	occurrence?id_SignBankVariant=1300

four	occurrence?id_SignBankVariant=1301
*four_2 ((s)old+four_2)	occurrence?id_SignBankVariant=3200
*four_2 (old+four_2)	occurrence?id_SignBankVariant=6222
four_2	occurrence?id_SignBankVariant=6218
four_2* (four_2+hour)	occurrence?id_SignBankVariant=3619

four-dollars	occurrence?id_SignBankVariant=1302
fourth	occurrence?id_SignBankVariant=1307
fourth_2	occurrence?id_SignBankVariant=1309

four-hours	occurrence?id_SignBankVariant=1303

four-months	occurrence?id_SignBankVariant=1304

four-weeks	occurrence?id_SignBankVariant=1305

four_2+hour	occurrence?id_SignBankVariant=3618

fourteen	occurrence?id_SignBankVariant=1306

fourth-in-list	occurrence?id_SignBankVariant=4723

fourth-place	occurrence?id_SignBankVariant=1308

fox	occurrence?id_SignBankVariant=1310

fraction	occurrence?id_SignBankVariant=1311
(1h)fraction	occurrence?id_SignBankVariant=87

frame	occurrence?id_SignBankVariant=1312
(f)frame	occurrence?id_SignBankVariant=6768
frame_2	occurrence?id_SignBankVariant=1313
frame_3	occurrence?id_SignBankVariant=1314

ns-france	occurrence?id_SignBankVariant=1985

freckles	occurrence?id_SignBankVariant=1315
(1h)freckles	occurrence?id_SignBankVariant=88

free	occurrence?id_SignBankVariant=1316

freeze	occurrence?id_SignBankVariant=1317

ns-fremont	occurrence?id_SignBankVariant=5556

frequently	occurrence?id_SignBankVariant=5827

#fresh	occurrence?id_SignBankVariant=4385

freshman	occurrence?id_SignBankVariant=1318

freshman-through-senior	occurrence?id_SignBankVariant=5655

freshman_2	occurrence?id_SignBankVariant=1319
(rd)freshman_2	occurrence?id_SignBankVariant=326

freshman_3	occurrence?id_SignBankVariant=1320

freshman_4	occurrence?id_SignBankVariant=1321

friday	occurrence?id_SignBankVariant=1322
friday* (friday+saturday+(1h)sunday_2)	occurrence?id_SignBankVariant=5530

friday+saturday+(1h)sunday_2	occurrence?id_SignBankVariant=5923

friend	occurrence?id_SignBankVariant=1323
*friend (boy+friend)	occurrence?id_SignBankVariant=3350
*friend (girl+friend)	occurrence?id_SignBankVariant=3663

friendly	occurrence?id_SignBankVariant=1324

frisbee	occurrence?id_SignBankVariant=4529

frog	occurrence?id_SignBankVariant=1325

from	occurrence?id_SignBankVariant=1326

from-here-to-there	occurrence?id_SignBankVariant=6418

from-now-on	occurrence?id_SignBankVariant=1327

front	occurrence?id_SignBankVariant=1328

fruit	occurrence?id_SignBankVariant=1329

frustrate	occurrence?id_SignBankVariant=1330

frustrated/thwarted	occurrence?id_SignBankVariant=1331

#fuck	occurrence?id_SignBankVariant=4523
(2h)#fuck	occurrence?id_SignBankVariant=4678

fuel-on-empty	occurrence?id_SignBankVariant=5927

full	occurrence?id_SignBankVariant=1332

fun	occurrence?id_SignBankVariant=1333

function	occurrence?id_SignBankVariant=1334
function_2	occurrence?id_SignBankVariant=1335
function_3	occurrence?id_SignBankVariant=1336

funeral	occurrence?id_SignBankVariant=1337

funny	occurrence?id_SignBankVariant=1338
(2h)funny	occurrence?id_SignBankVariant=6574

furniture	occurrence?id_SignBankVariant=1339
(2h)furniture	occurrence?id_SignBankVariant=152
(2h)furniture_2	occurrence?id_SignBankVariant=6324

future	occurrence?id_SignBankVariant=1340
(f)future	occurrence?id_SignBankVariant=242

g	occurrence?id_SignBankVariant=1341

ns-#ga	occurrence?id_SignBankVariant=7812

ns-gallaudet	occurrence?id_SignBankVariant=1986
ns-gallaudet* (ns-gallaudet+university)	occurrence?id_SignBankVariant=5471

ns-gallaudet+university	occurrence?id_SignBankVariant=5473

gamble	occurrence?id_SignBankVariant=1342

game	occurrence?id_SignBankVariant=1343
versus	occurrence?id_SignBankVariant=5704

gamut	occurrence?id_SignBankVariant=6659

gang	occurrence?id_SignBankVariant=1344
gang* (gang+scl:c"group go together")	occurrence?id_SignBankVariant=3637

gang+scl:c"group go together"	occurrence?id_SignBankVariant=3633

garage/submarine	occurrence?id_SignBankVariant=1345

#gas	occurrence?id_SignBankVariant=4340

gas/gas-up	occurrence?id_SignBankVariant=1346

gate	occurrence?id_SignBankVariant=1347
(nd-1)gate	occurrence?id_SignBankVariant=4574
close-gate	occurrence?id_SignBankVariant=4633

gather	occurrence?id_SignBankVariant=4460

gay	occurrence?id_SignBankVariant=1348
*gay (lesbian+gay)	occurrence?id_SignBankVariant=6094

general	occurrence?id_SignBankVariant=1349
*general (think+general)	occurrence?id_SignBankVariant=4131

generation	occurrence?id_SignBankVariant=1350
(flat-o)generation	occurrence?id_SignBankVariant=5634

generations-ago	occurrence?id_SignBankVariant=1351
(1)generations-ago	occurrence?id_SignBankVariant=5298

geometry	occurrence?id_SignBankVariant=1352

ns-germany	occurrence?id_SignBankVariant=1987

gesture	occurrence?id_SignBankVariant=4684

get	occurrence?id_SignBankVariant=1353

get-bigger	occurrence?id_SignBankVariant=1354

get-close	occurrence?id_SignBankVariant=1355

get-in	occurrence?id_SignBankVariant=1356

get-in-bed	occurrence?id_SignBankVariant=5793

get-on	occurrence?id_SignBankVariant=1357

get-out	occurrence?id_SignBankVariant=1358

get-rid-of	occurrence?id_SignBankVariant=1359

get-ticket	occurrence?id_SignBankVariant=1360

get-up	occurrence?id_SignBankVariant=1361

ghost	occurrence?id_SignBankVariant=1362
ghost_2	occurrence?id_SignBankVariant=1363

gift	occurrence?id_SignBankVariant=1364
(1h)gift	occurrence?id_SignBankVariant=89
(1h)i:gift-1p	occurrence?id_SignBankVariant=4352
(1h)i:gift:j	occurrence?id_SignBankVariant=4620
i:gift-1p	occurrence?id_SignBankVariant=4672

giggle	occurrence?id_SignBankVariant=1365

giraffe	occurrence?id_SignBankVariant=1366
giraffe-pl	occurrence?id_SignBankVariant=1367

girl	occurrence?id_SignBankVariant=1368
*girl* (turn+girl+correct)	occurrence?id_SignBankVariant=4192
girl* (girl+also)	occurrence?id_SignBankVariant=3640
girl* (girl+baby)	occurrence?id_SignBankVariant=3646
girl* (girl+baby_2)	occurrence?id_SignBankVariant=3649
girl* (girl+correct)	occurrence?id_SignBankVariant=3652
girl* (girl+correct+law)	occurrence?id_SignBankVariant=3658
girl* (girl+friend)	occurrence?id_SignBankVariant=3662
girl* (girl+marry)	occurrence?id_SignBankVariant=3665
girl_2* (girl_2+baby)	occurrence?id_SignBankVariant=6777

girl+also	occurrence?id_SignBankVariant=3639

girl+baby	occurrence?id_SignBankVariant=3645

girl+baby_2	occurrence?id_SignBankVariant=3648

girl+correct	occurrence?id_SignBankVariant=3651

girl+correct+law	occurrence?id_SignBankVariant=3657

girl+friend	occurrence?id_SignBankVariant=3661

girl+marry	occurrence?id_SignBankVariant=3664

girl_2+baby	occurrence?id_SignBankVariant=6775

give	occurrence?id_SignBankVariant=1370
(2h)give	occurrence?id_SignBankVariant=153
(2h)give-1p	occurrence?id_SignBankVariant=6516
(2h)give-distributive	occurrence?id_SignBankVariant=4774
(2h)give:j	occurrence?id_SignBankVariant=5324
1p-give-indef	occurrence?id_SignBankVariant=7874
1p-give:j	occurrence?id_SignBankVariant=7859
2p-give-1p	occurrence?id_SignBankVariant=4306
give-1p	occurrence?id_SignBankVariant=4505
give_2	occurrence?id_SignBankVariant=1372
i:give-1p	occurrence?id_SignBankVariant=7865
i:give-2p	occurrence?id_SignBankVariant=7867
i:give-indef	occurrence?id_SignBankVariant=7873
i:give:j	occurrence?id_SignBankVariant=4506
provide	occurrence?id_SignBankVariant=6012

give-dollars	occurrence?id_SignBankVariant=5716

give-up	occurrence?id_SignBankVariant=1371
give-up* (give-up+(2h)fs-up)	occurrence?id_SignBankVariant=6900

give-up+(2h)fs-up	occurrence?id_SignBankVariant=6902

glasses	occurrence?id_SignBankVariant=1373

glasses_2	occurrence?id_SignBankVariant=1374
*glasses_2 (fs-sun+glasses_2)	occurrence?id_SignBankVariant=5576

globe	occurrence?id_SignBankVariant=1375
*globe (earth+globe)	occurrence?id_SignBankVariant=6735

glory	occurrence?id_SignBankVariant=1376
(25)glory	occurrence?id_SignBankVariant=124
glory_2	occurrence?id_SignBankVariant=1377

gloves	occurrence?id_SignBankVariant=1378
gloves_3	occurrence?id_SignBankVariant=6470
gloves_4	occurrence?id_SignBankVariant=6751

gloves_2	occurrence?id_SignBankVariant=1379

glue	occurrence?id_SignBankVariant=1380
(g)glue	occurrence?id_SignBankVariant=249

#go	occurrence?id_SignBankVariant=4606

go	occurrence?id_SignBankVariant=1381
(1h)(5)go	occurrence?id_SignBankVariant=62
(1h)go	occurrence?id_SignBankVariant=90
go_2	occurrence?id_SignBankVariant=6929

go-away	occurrence?id_SignBankVariant=1382
(2h)go-away	occurrence?id_SignBankVariant=5501
go-away_2	occurrence?id_SignBankVariant=1383

go-by-boat	occurrence?id_SignBankVariant=1384
go-by-boat_2	occurrence?id_SignBankVariant=1385

go-out	occurrence?id_SignBankVariant=1386
(2h)go-out	occurrence?id_SignBankVariant=4320

(1)go-steady	occurrence?id_SignBankVariant=50

go-to-it	occurrence?id_SignBankVariant=1387

goal	occurrence?id_SignBankVariant=1388
*goal (think+goal)	occurrence?id_SignBankVariant=6435

goat	occurrence?id_SignBankVariant=1389

gobble-up	occurrence?id_SignBankVariant=4564

god	occurrence?id_SignBankVariant=1390

gold/ns-california	occurrence?id_SignBankVariant=1391
(25)ns-california	occurrence?id_SignBankVariant=125
(g)gold	occurrence?id_SignBankVariant=250
gold/ns-california* (gold/ns-california+yellow)	occurrence?id_SignBankVariant=3668
ns-california_2	occurrence?id_SignBankVariant=1965

gold/ns-california+yellow	occurrence?id_SignBankVariant=3667

ns-golden-arches	occurrence?id_SignBankVariant=1988
(2h)ns-golden-arches	occurrence?id_SignBankVariant=163

golf	occurrence?id_SignBankVariant=1392
(1h)golf	occurrence?id_SignBankVariant=5529

gone	occurrence?id_SignBankVariant=1393

good+enough	occurrence?id_SignBankVariant=6323

good+lucky	occurrence?id_SignBankVariant=6757

good+morning	occurrence?id_SignBankVariant=3676

good+night	occurrence?id_SignBankVariant=3679

(1h)good/thank-you	occurrence?id_SignBankVariant=91
(1h)good/thank-you* ((1h)good/thank-you+(1h)morning)	occurrence?id_SignBankVariant=3120
(1h)good/thank-you* ((1h)good/thank-you+(1h)most)	occurrence?id_SignBankVariant=6454
(1h)good/thank-you* ((1h)good/thank-you+(r)best-friend)	occurrence?id_SignBankVariant=6363
(1h)good/thank-you* ((1h)good/thank-you+(v)face)	occurrence?id_SignBankVariant=6346
(1h)good/thank-you* ((1h)good/thank-you+enough)	occurrence?id_SignBankVariant=5364
(1h)good/thank-you* ((1h)good/thank-you+honeymoon)	occurrence?id_SignBankVariant=7694
(1h)good/thank-you* ((1h)good/thank-you+lucky)	occurrence?id_SignBankVariant=5365
(1h)good/thank-you* ((1h)good/thank-you+morning)	occurrence?id_SignBankVariant=3123
(1h)good/thank-you* ((1h)good/thank-you+night)	occurrence?id_SignBankVariant=3126
(1h)good/thank-you* ((1h)good/thank-you+sheet-cake)	occurrence?id_SignBankVariant=6130
good	occurrence?id_SignBankVariant=4693
good* (good+enough)	occurrence?id_SignBankVariant=3671
good* (good+lucky)	occurrence?id_SignBankVariant=6760
good* (good+morning)	occurrence?id_SignBankVariant=3677
good* (good+night)	occurrence?id_SignBankVariant=3680
thank-you	occurrence?id_SignBankVariant=4665
thank-you* (thank-you+suggest)	occurrence?id_SignBankVariant=6669

(1h)good/thank-you+(1h)morning	occurrence?id_SignBankVariant=3119

(1h)good/thank-you+(1h)most	occurrence?id_SignBankVariant=6465

(1h)good/thank-you+(r)best-friend	occurrence?id_SignBankVariant=6366

(1h)good/thank-you+(v)face	occurrence?id_SignBankVariant=6356

(1h)good/thank-you+enough	occurrence?id_SignBankVariant=5367

(1h)good/thank-you+honeymoon	occurrence?id_SignBankVariant=7696

(1h)good/thank-you+lucky	occurrence?id_SignBankVariant=5366

(1h)good/thank-you+morning	occurrence?id_SignBankVariant=3122

(1h)good/thank-you+night	occurrence?id_SignBankVariant=3125

(1h)good/thank-you+sheet-cake	occurrence?id_SignBankVariant=6316

goody-two-shoes	occurrence?id_SignBankVariant=5642

goosebumps	occurrence?id_SignBankVariant=1394

gorilla	occurrence?id_SignBankVariant=1395

gossip	occurrence?id_SignBankVariant=1396
gossip_2	occurrence?id_SignBankVariant=5692

government	occurrence?id_SignBankVariant=1397
(g)government	occurrence?id_SignBankVariant=251
