a	A	occurrence?id_SignBankVariant=373
circle	circle, orbit, ring, round	occurrence?id_SignBankVariant=786

circumcise	circumcise	occurrence?id_SignBankVariant=787

city/community	city, community, downtown, metropolis, town, uptown, village	occurrence?id_SignBankVariant=788
city/community_2	city, community, downtown, metropolis, town, uptown, village	occurrence?id_SignBankVariant=789
city/community_3	city, community, downtown, metropolis, town, uptown, village	occurrence?id_SignBankVariant=790

class	class, course	occurrence?id_SignBankVariant=791
class* (class+(r)room)	class, course	occurrence?id_SignBankVariant=6120
class* (class+box/room)	class, course	occurrence?id_SignBankVariant=3432
class-pl	class, course	occurrence?id_SignBankVariant=792
class_2	class, course	occurrence?id_SignBankVariant=793
class_2* (class_2+box/room)	class, course	occurrence?id_SignBankVariant=5228

class+(r)room	class+(r)room	occurrence?id_SignBankVariant=6221

class+box/room	classroom	occurrence?id_SignBankVariant=3431

class_2+box/room	class_2+box/room	occurrence?id_SignBankVariant=5223

clear	bright, clear, light, obvious	occurrence?id_SignBankVariant=794

clever	astute, brainy, bright, clever, intellect, intelligence, intelligent, savvy, sharp, shrewd, smart	occurrence?id_SignBankVariant=795

click	click	occurrence?id_SignBankVariant=4548

climb	climb	occurrence?id_SignBankVariant=796

climbing-rocks	rock climbing	occurrence?id_SignBankVariant=797

clip	clip	occurrence?id_SignBankVariant=5500
*clip (dress/clothes+clip)	clip	occurrence?id_SignBankVariant=5980
*clip (paper+clip)	clip	occurrence?id_SignBankVariant=3926

clip-nails	clip nails	occurrence?id_SignBankVariant=798

close-book	close the book	occurrence?id_SignBankVariant=5928

close-door	close the door	occurrence?id_SignBankVariant=800

*close-mind (mind+close-mind)	*close-mind (mind+close-mind)	occurrence?id_SignBankVariant=6025

close-window	close the window	occurrence?id_SignBankVariant=802
*close-window (hear+close-window)	close the window	occurrence?id_SignBankVariant=6085

clown	circus, clown	occurrence?id_SignBankVariant=805

#club	#club	occurrence?id_SignBankVariant=11

clutch	clutch	occurrence?id_SignBankVariant=5672

#co	#co	occurrence?id_SignBankVariant=12

coach	coach, trainer	occurrence?id_SignBankVariant=806

coat	coat, jacket, overcoat	occurrence?id_SignBankVariant=807
*coat (bath+coat)	coat, jacket, overcoat	occurrence?id_SignBankVariant=3275

cocaine	cocaine, coke	occurrence?id_SignBankVariant=808
cocaine_2	cocaine, coke	occurrence?id_SignBankVariant=809

cochlear-implant	cochlear implant	occurrence?id_SignBankVariant=4721

coconut	coconut	occurrence?id_SignBankVariant=811

coffee	coffee	occurrence?id_SignBankVariant=812
coffee* (coffee+table)	coffee	occurrence?id_SignBankVariant=5977

coffee+table	coffee+table	occurrence?id_SignBankVariant=6034

coins/change	change, coins	occurrence?id_SignBankVariant=813
coins/change_2	change, coins	occurrence?id_SignBankVariant=814

ns-coke	Coke	occurrence?id_SignBankVariant=1970

cold	arctic, chilly, cold, freezing, fridge, frigid, nippy, refrigerator, winter	occurrence?id_SignBankVariant=815
cold* (cold+door)	arctic, chilly, cold, freezing, fridge, frigid, nippy, refrigerator, winter	occurrence?id_SignBankVariant=3435
cold_2	arctic, chilly, cold, freezing, fridge, frigid, nippy, refrigerator, winter	occurrence?id_SignBankVariant=4439

cold+door	refrigerator	occurrence?id_SignBankVariant=3434

collapse	collapse, go out of business, shut down	occurrence?id_SignBankVariant=816

collar	choker, collar	occurrence?id_SignBankVariant=817
(1h)collar	choker, collar	occurrence?id_SignBankVariant=5424
*(1h)collar (blue+(1h)collar)	choker, collar	occurrence?id_SignBankVariant=5452
*(1h)collar (white+(1h)collar)	choker, collar	occurrence?id_SignBankVariant=5422

collect	accumulate, amass, collect, collection, earnings, gather, harvest, income, reap, salary, wages	occurrence?id_SignBankVariant=818
*collect (grow+collect)	accumulate, amass, collect, collection, earnings, gather, harvest, income, reap, salary, wages	occurrence?id_SignBankVariant=3693
*collectwg (grow+collectwg)	accumulate, amass, collect, collection, earnings, gather, harvest, income, reap, salary, wages	occurrence?id_SignBankVariant=6268
collectwg	accumulate, amass, collect, collection, earnings, gather, harvest, income, reap, salary, wages	occurrence?id_SignBankVariant=819

college	college, university	occurrence?id_SignBankVariant=820
college-pl	college, university	occurrence?id_SignBankVariant=821

ns-#colo	ns-#colo	occurrence?id_SignBankVariant=5967

color	color	occurrence?id_SignBankVariant=822
color* (color+write)	color	occurrence?id_SignBankVariant=5439

ns-color* (ns-color+fs-do)	ns-color* (ns-color+fs-do)	occurrence?id_SignBankVariant=3886

ns-color+fs-do	Colorado	occurrence?id_SignBankVariant=3885

color+write	color+write	occurrence?id_SignBankVariant=5807

ns-colorado	Colorado	occurrence?id_SignBankVariant=1971

ns-colorado_2	Colorado	occurrence?id_SignBankVariant=1972

ns-columbia	Columbia	occurrence?id_SignBankVariant=1973

comb	brush hair, comb, comb hair	occurrence?id_SignBankVariant=823

come	come	occurrence?id_SignBankVariant=824
(1h)(v/2)come:j	come	occurrence?id_SignBankVariant=5206
(1h)come	come	occurrence?id_SignBankVariant=72
(2h)alt.come	come	occurrence?id_SignBankVariant=130
(2h)alt.come_3	come	occurrence?id_SignBankVariant=7697
come-back	come back	occurrence?id_SignBankVariant=6500
come_2	come	occurrence?id_SignBankVariant=6312

come-here	come here	occurrence?id_SignBankVariant=5631

come-on	come on	occurrence?id_SignBankVariant=825

comfortable	agreeable, comfort, comfortable, cozy, pleasant	occurrence?id_SignBankVariant=826
comfortable_2	agreeable, comfort, comfortable, cozy, pleasant	occurrence?id_SignBankVariant=827

comma	comma	occurrence?id_SignBankVariant=5637

committee	committee, congress, council	occurrence?id_SignBankVariant=828

common-sense	common sense	occurrence?id_SignBankVariant=829

communicate	communicate, communication, conversation, converse	occurrence?id_SignBankVariant=830
communicate* (communicate+miscommunicate)	communicate, communication, conversation, converse	occurrence?id_SignBankVariant=3438

communicate+miscommunicate	miscommunicate	occurrence?id_SignBankVariant=3437

communist	communist	occurrence?id_SignBankVariant=831

commute	commute, commuting, go back and forth	occurrence?id_SignBankVariant=832

company/vistor	company, visitor	occurrence?id_SignBankVariant=5717

compare	compare, comparison, contrast	occurrence?id_SignBankVariant=833

competition	battle against, compete, competition, contend with, run, vie with	occurrence?id_SignBankVariant=834

complain/object	complain, complaint, object, objection	occurrence?id_SignBankVariant=835

complicated	complicated	occurrence?id_SignBankVariant=836

complicated-notation	complex, complicate, complicated, mysterious, mystery	occurrence?id_SignBankVariant=5641

computer	computer	occurrence?id_SignBankVariant=837
computer_2	computer	occurrence?id_SignBankVariant=838
computer_3	computer	occurrence?id_SignBankVariant=839
computer_4	computer	occurrence?id_SignBankVariant=840

computer_5	computer	occurrence?id_SignBankVariant=4435

concept	concept	occurrence?id_SignBankVariant=841

concern	anxiety, anxious, concern, concerned, worried	occurrence?id_SignBankVariant=842

conclusion	conclude, conclusion	occurrence?id_SignBankVariant=843

conduct-music	conduct music	occurrence?id_SignBankVariant=844

conductor	conductor of a train	occurrence?id_SignBankVariant=845

confident	confidence, confident, self-assured, trust	occurrence?id_SignBankVariant=846
*confident (self-1p+confident)	confidence, confident, self-assured, trust	occurrence?id_SignBankVariant=6676

confidential	confidential, kept secret, private	occurrence?id_SignBankVariant=847
*confidential (shh+confidential)	confidential, kept secret, private	occurrence?id_SignBankVariant=4038

conflict/intersection	clash, conflict, contradict, counteract, interaction	occurrence?id_SignBankVariant=848

confront	approach, come face to face with, confront, encounter, face, method, to address	occurrence?id_SignBankVariant=849
(a)confront	approach, come face to face with, confront, encounter, face, method, to address	occurrence?id_SignBankVariant=197

confuse	confuse, confused, confusing	occurrence?id_SignBankVariant=850
*confuse (think+confuse)	confuse, confused, confusing	occurrence?id_SignBankVariant=6141

congratulations	best wishes, compliments, congratulate, congratulations, felicitations	occurrence?id_SignBankVariant=851

ns-#conn	ns-#conn	occurrence?id_SignBankVariant=5593

constitution	commandment, constitution	occurrence?id_SignBankVariant=852

contact	connection, contact, keep in touch	occurrence?id_SignBankVariant=853
*contact (call-on-relay/vrs+contact)	connection, contact, keep in touch	occurrence?id_SignBankVariant=6118

contact-lenses	contact lenses	occurrence?id_SignBankVariant=854

continue	consistent, constant, continue, endure, last, lasting, move on, permanent, remain	occurrence?id_SignBankVariant=855

convince	cajole, convince, convinced, persuade, persuaded, talk into, win over	occurrence?id_SignBankVariant=856
convince_2	cajole, convince, convinced, persuade, persuaded, talk into, win over	occurrence?id_SignBankVariant=857

cook/kitchen	cook, cooking, fry, kitchen	occurrence?id_SignBankVariant=858
cook/kitchen* (cook/kitchen+agent)	cook, cooking, fry, kitchen	occurrence?id_SignBankVariant=3441
cook/kitchen* (cook/kitchen+box/room)	cook, cooking, fry, kitchen	occurrence?id_SignBankVariant=3444

cook/kitchen+agent	chef, cook	occurrence?id_SignBankVariant=3440

cook/kitchen+box/room	kitchen	occurrence?id_SignBankVariant=3443

cookie	cookie	occurrence?id_SignBankVariant=859

cooking	cook, cooking, fry, kitchen	occurrence?id_SignBankVariant=860

cool	balmy, breeze, breezy, cool weather, mild temperature, pleasant, wind, windy	occurrence?id_SignBankVariant=861

cooperate/unite	come together, cooperate, cooperation, unite, united, work together	occurrence?id_SignBankVariant=862
cooperate/unite* (cooperate/unite+agent)	come together, cooperate, cooperation, unite, united, work together	occurrence?id_SignBankVariant=5536
cooperate/unite_2	come together, cooperate, cooperation, unite, united, work together	occurrence?id_SignBankVariant=7704

cooperate/unite+agent	cooperate/unite+agent	occurrence?id_SignBankVariant=5799

cop	cop, officer, police, sheriff	occurrence?id_SignBankVariant=863
cop* (cop+research)	cop, officer, police, sheriff	occurrence?id_SignBankVariant=3450
cop_2	cop, officer, police, sheriff	occurrence?id_SignBankVariant=864

cop+research	detective	occurrence?id_SignBankVariant=3446

copy	ape, copy, duplicate, imitate, parrot	occurrence?id_SignBankVariant=865
copy_2	ape, copy, duplicate, imitate, parrot	occurrence?id_SignBankVariant=867

copy-down	copy down	occurrence?id_SignBankVariant=866

corn	corn, corn on the cob	occurrence?id_SignBankVariant=868
corn_2	corn, corn on the cob	occurrence?id_SignBankVariant=869

corn_3	corn, corn on the cob	occurrence?id_SignBankVariant=870

corn_4	corn, corn on the cob	occurrence?id_SignBankVariant=871
(l-x)corn_4	corn, corn on the cob	occurrence?id_SignBankVariant=271

corner	corner	occurrence?id_SignBankVariant=872
(1)corner	corner	occurrence?id_SignBankVariant=46

correct	correct, right	occurrence?id_SignBankVariant=873
*correct (boy+correct)	correct, right	occurrence?id_SignBankVariant=3341
*correct (boy_2+correct)	correct, right	occurrence?id_SignBankVariant=3356
*correct (girl+correct)	correct, right	occurrence?id_SignBankVariant=3653
*correct (turn+boy+correct)	correct, right	occurrence?id_SignBankVariant=6179
*correct (turn+boy_2+correct)	correct, right	occurrence?id_SignBankVariant=4183
*correct (turn+girl+correct)	correct, right	occurrence?id_SignBankVariant=4193
*correct* (boy_2+correct+law)	correct, right	occurrence?id_SignBankVariant=3359
*correct* (girl+correct+law)	correct, right	occurrence?id_SignBankVariant=3659
*correct_2* (boy_2+correct_2+law)	correct, right	occurrence?id_SignBankVariant=7707

correspond	correspond, correspondence, letters	occurrence?id_SignBankVariant=874

ns-costa-rica	Costa Rice	occurrence?id_SignBankVariant=1974

couch	couch, loveseat, sofa	occurrence?id_SignBankVariant=875
couch_2	couch, loveseat, sofa	occurrence?id_SignBankVariant=6692

cough	cough	occurrence?id_SignBankVariant=876

cough_2	cough	occurrence?id_SignBankVariant=877

count	accountant, accounting, count, figure	occurrence?id_SignBankVariant=878
count* (count+agent)	accountant, accounting, count, figure	occurrence?id_SignBankVariant=5415
count_2	accountant, accounting, count, figure	occurrence?id_SignBankVariant=879

count+agent	count+agent	occurrence?id_SignBankVariant=5743

country	country, foreign, land	occurrence?id_SignBankVariant=880
(y)country	country, foreign, land	occurrence?id_SignBankVariant=365

course	chapter, class, course	occurrence?id_SignBankVariant=881

court	court, judge, justice, trial	occurrence?id_SignBankVariant=882
court* (court+agent)	court, judge, justice, trial	occurrence?id_SignBankVariant=3453
court* (court+box/room)	court, judge, justice, trial	occurrence?id_SignBankVariant=3456
court* (court+house)	court, judge, justice, trial	occurrence?id_SignBankVariant=3459

court+agent	judge	occurrence?id_SignBankVariant=3452

court+box/room	courtroom	occurrence?id_SignBankVariant=3455

court+house	courthouse	occurrence?id_SignBankVariant=3458

cousin	cousin	occurrence?id_SignBankVariant=883
cousin_2	cousin	occurrence?id_SignBankVariant=884

cover	conceal, cover, obscure	occurrence?id_SignBankVariant=885

cover-up	cover, cover up, disguise, gloss over, hide	occurrence?id_SignBankVariant=5945

cow	cow	occurrence?id_SignBankVariant=886
(1h)cow	cow	occurrence?id_SignBankVariant=73

#cp	#cp	occurrence?id_SignBankVariant=13

crack	crack, slit	occurrence?id_SignBankVariant=887

cracker/passover	cracker, Passover	occurrence?id_SignBankVariant=888

crash	accident (vehicle), car accident, car crash, collide, collision, crash, to hit something	occurrence?id_SignBankVariant=4509
(5)crash	accident (vehicle), car accident, car crash, collide, collision, crash, to hit something	occurrence?id_SignBankVariant=179
crash_2	accident (vehicle), car accident, car crash, collide, collision, crash, to hit something	occurrence?id_SignBankVariant=4447

(v)crawl	baby crawling, crawl	occurrence?id_SignBankVariant=351

crawl	crawl	occurrence?id_SignBankVariant=889

crazy	crazy, daft, demented, fanatic, fanatical, insane, loony, lunatic, mad, wacky, wild	occurrence?id_SignBankVariant=890
(5)crazy	crazy, daft, demented, fanatic, fanatical, insane, loony, lunatic, mad, wacky, wild	occurrence?id_SignBankVariant=180

cream	cream	occurrence?id_SignBankVariant=891

fs-cream+cheese	fs-cream+cheese	occurrence?id_SignBankVariant=5212

fs-cream+fs-cheese	fs-cream+fs-cheese	occurrence?id_SignBankVariant=5216

create-clutter	create clutter	occurrence?id_SignBankVariant=6040

create/pretend	create, fictionalize, invent, make believe, make up, pretend	occurrence?id_SignBankVariant=892
(2h)alt.create/pretend	create, fictionalize, invent, make believe, make up, pretend	occurrence?id_SignBankVariant=131
create/pretend* (create/pretend+agent)	create, fictionalize, invent, make believe, make up, pretend	occurrence?id_SignBankVariant=5487

create/pretend+agent	create/pretend+agent	occurrence?id_SignBankVariant=5746

credit-card	charge card, credit card	occurrence?id_SignBankVariant=893

cripple	crippled, disabled, lame	occurrence?id_SignBankVariant=894

crisis	crisis	occurrence?id_SignBankVariant=4776

crook	bandit, burglar, crook, pickpocket, robber, thief	occurrence?id_SignBankVariant=5633

cross	cross, crucifix	occurrence?id_SignBankVariant=895

cross-my-heart	cross my heart, promise	occurrence?id_SignBankVariant=896

crowded	cramped, crowded	occurrence?id_SignBankVariant=897
crowded_2	cramped, crowded	occurrence?id_SignBankVariant=6782
crowdedwg	cramped, crowded	occurrence?id_SignBankVariant=6762

crown	crown, diadem, tiara	occurrence?id_SignBankVariant=898
crown* (crown+dcl:4"coronet")	crown, diadem, tiara	occurrence?id_SignBankVariant=3462

crown+dcl:4"coronet"	crown	occurrence?id_SignBankVariant=3461

cruel	cruel, harsh, mean, rude, unkind	occurrence?id_SignBankVariant=899

crush	crowded, crumble, crush, grind, mash, twist, wring	occurrence?id_SignBankVariant=900

cry	cry, sob, weep	occurrence?id_SignBankVariant=901
(2h)alt.cry	cry, sob, weep	occurrence?id_SignBankVariant=132
